elevation,slope,distance_to_drain,drain_density,rainfall,drain_blockage,event_count,water_accumulation,flood
250.0,0.015833333333333335,0.0,26,108.71746611397269,0.0,0.0,4.037588914484331,0
232.0,0.0014285714285714353,0.0,5,67.66117637416338,0.0,0.0,12.284457736503947,0
217.0,0.0,0.0,130,37.582576356884935,0.0,0.0,0.2879890908573558,0
215.0,0.003571428571428565,0.0,48,180.4201793541057,0.0,0.0,3.7067179705298594,0
216.0,0.0014285714285714353,0.0,20,286.7004877603848,0.0,0.0,13.965410518781113,0
216.0,0.0029761904761904626,0.0,4,132.63870773451399,0.0,0.0,29.387544372395627,0
216.0,0.004047619047619027,0.0,8,106.43541538759466,0.0,0.0,12.471130043874187,0
216.0,0.0010714285714285648,0.0,31,60.98102922541499,0.0,0.0,1.933831505028183,0
218.0,0.0025,0.0,22,73.63745508387201,0.0,0.0,3.264593842051659,0
217.0,0.0008333333333333334,0.0,117,129.20036525407764,0.0,0.0,1.0986612619832559,0
217.0,0.0016666666666666668,0.0,116,164.012857553745,0.0,0.0,1.4054892943446817,0
213.0,0.004880952380952361,0.0,91,318.1277589208222,0.0,0.0,3.459835983371263,0
218.0,0.004642857142857129,0.0,66,159.66705467005445,0.0,0.0,2.389860802177453,0
218.0,0.004642857142857129,0.0,52,75.82832787274845,0.0,0.0,1.4376431957914961,0
217.0,0.0003571428571428707,0.0,99,309.44622919760866,0.0,0.0,3.1089016350470446,0
215.0,0.0028571428571428706,0.0,39,123.29976794826388,0.0,0.0,3.1125945037210916,0
220.0,0.005357142857142871,0.0,84,118.60970128778715,0.0,0.0,1.39614546951178,0
217.0,0.001785714285714306,0.0,72,281.3145691315434,0.0,0.0,3.873272023264354,0
233.0,0.008571428571428565,0.0,65,275.9769780822797,0.0,0.0,4.177274215683797,0
229.0,0.002261904761904769,0.0,69,244.21990958087497,0.0,0.0,3.5060073007833386,0
223.0,0.008809523809523797,0.0,15,201.7668082946832,0.0,0.0,12.902537986647712,0
215.0,0.004642857142857129,0.0,1,129.65144301169482,0.0,0.0,86.0329932556175,0
219.0,0.004285714285714306,0.0,60,53.857282951967946,0.0,0.0,0.8863878681823295,0
225.0,0.0025,0.0,36,55.21585343885356,0.0,0.0,1.5089812001440117,0
230.0,0.003690476190476204,0.0,28,159.1792564425921,0.0,0.0,5.564624883742912,0
219.0,0.004285714285714306,0.0,30,329.68058539571183,0.0,0.0,10.762874380365862,0
225.0,0.010595238095238102,0.0,11,190.99164398820204,0.0,0.0,16.432003656169226,0
218.0,0.00047619047619046264,0.0,11,34.5858628859654,0.0,0.0,3.0060342110824587,0
230.0,0.008928571428571435,0.0,8,176.00778735777396,0.0,0.0,20.521916383101797,0
230.0,0.005476190476190463,0.0,18,134.45116094385395,0.0,0.0,7.227831393339485,0
222.0,0.0025,0.0,9,276.7835037093689,0.0,0.0,29.06226788948374,0
215.0,0.003095238095238102,0.0,1,164.36328630919584,0.0,0.0,109.23636186930206,0
215.0,0.0014285714285714353,0.0,11,106.33001460949045,0.0,0.0,9.232879529445196,0
213.0,0.004642857142857129,0.0,31,295.8784472281398,0.0,0.0,9.349356376698703,0
228.0,0.003690476190476204,0.0,26,45.77269294265001,0.0,0.0,1.7208969777045726,0
227.0,0.008214285714285695,0.0,12,169.15987721011714,0.0,0.0,13.42162797178558,0
230.0,0.001785714285714306,0.0,25,267.02044408539314,0.0,0.0,10.452691053482827,0
240.0,0.0025,0.0,9,277.8896975749903,0.0,0.0,29.178418245373983,0
247.0,0.008333333333333333,0.0,1,105.80351612889646,0.0,0.0,69.94788010743711,0
250.0,0.013333333333333334,0.0,1,347.7795655779204,0.0,0.0,228.76166980236542,1
238.0,0.004166666666666667,0.0,13,299.185032925106,0.0,0.0,22.069513231203807,0
229.0,0.0016666666666666668,0.0,30,128.25120572132067,0.0,0.0,4.197949302025742,0
230.0,0.003690476190476204,0.0,12,75.87286484574474,0.0,0.0,6.0474286275622635,0
229.0,0.0010714285714285648,0.0,15,238.89720556898413,0.0,0.0,15.3962093082131,0
220.0,0.009761904761904769,0.0,75,144.03401136227023,0.0,0.0,1.8891121200116112,0
227.0,0.00011904761904763935,0.0,75,168.52306158197072,0.0,0.0,2.231827805466686,0
222.0,0.013333333333333334,0.0,48,186.78476021833922,0.0,0.0,3.799882407190956,0
226.0,0.003571428571428565,0.0,101,41.60277099859775,0.0,0.0,0.40841566180889416,0
222.0,0.0015476190476190273,0.0,115,265.0871479744575,0.0,0.0,2.2915748403027982,0
230.0,0.004880952380952361,0.0,31,104.27685402760771,0.0,0.0,3.2942185291639188,0
234.0,0.0003571428571428707,0.0,42,344.9315665519921,0.0,0.0,8.113138275453998,0
230.0,0.0029761904761904626,0.0,20,86.31409810575781,0.0,0.0,4.197912727268999,0
228.0,0.0020238095238095375,0.0,3,273.74166530547507,0.0,0.0,78.05361837604754,0
230.0,0.00023809523809523132,0.0,32,38.48697963689554,0.0,0.0,1.1839328021635485,0
225.0,0.004523809523809538,0.0,48,41.76613727767189,0.0,0.0,0.8572617572800499,0
233.0,0.004285714285714306,0.0,12,47.75379632623405,0.0,0.0,3.8039309759297293,0
227.0,0.0075,0.0,46,149.83128981004293,0.0,0.0,3.1980119384186585,0
243.0,0.018809523809523797,0.0,13,280.5452318595081,0.0,0.0,20.390245158607282,0
225.0,0.011547619047619027,0.0,36,43.54363914934146,0.0,0.0,1.179200377876654,0
234.0,0.004166666666666667,0.0,4,44.36000226533669,0.0,0.0,9.816704205014323,0
230.0,0.0027380952380952313,0.0,29,99.0298556062868,0.0,0.0,3.347752624753287,0
221.0,0.0010714285714285648,0.0,63,126.60145452420308,0.0,0.0,1.9915875607660065,0
221.0,0.00047619047619046264,0.0,22,214.03833368488762,0.0,0.0,9.50828491861543,0
219.0,0.0015476190476190273,0.0,85,186.96161638159816,0.0,0.0,2.183301415472659,0
220.0,0.0015476190476190273,0.0,21,283.8812488206629,0.0,0.0,13.183344595010519,0
224.0,0.004523809523809538,0.0,22,196.18187075192685,0.0,0.0,8.679750281627578,0
218.0,0.004880952380952361,0.0,28,275.33585122517025,0.0,0.0,9.613752633213025,0
228.0,0.00011904761904763935,0.0,31,124.59587832678602,0.0,0.0,3.9549538248929546,0
227.0,0.004285714285714306,0.0,32,103.31590402930361,0.0,0.0,3.1653268179527303,0
231.0,0.0029761904761904626,0.0,14,123.53610007024629,0.0,0.0,8.49437469694838,0
217.0,0.00964285714285713,0.0,22,77.8162681542899,0.0,0.0,3.4251509776483475,0
223.0,0.0008333333333333334,0.0,28,76.14355194065251,0.0,0.0,2.6694771572176133,0
220.0,0.003452380952380973,0.0,105,286.2296420623335,0.0,0.0,2.703710599981712,0
224.0,0.004047619047619027,0.0,25,229.95964009274869,0.0,0.0,8.981523571502967,0
220.0,0.004761904761904768,0.0,10,225.32064668121518,0.0,0.0,21.35692297341223,0
219.0,0.0021428571428571295,0.0,48,262.3953441107227,0.0,0.0,5.398619966460672,0
220.0,0.0021428571428571295,0.0,91,161.08277621814187,0.0,0.0,1.756695069295427,0
213.0,0.011785714285714306,0.0,0,120.1441426014326,0.0,0.0,237.45631612726,0
220.0,0.0003571428571428707,0.0,115,323.52880064647167,0.0,0.0,2.8001147588419113,0
216.0,0.006666666666666667,0.0,91,132.92524022332358,0.0,0.0,1.4430499667231484,0
221.0,0.003571428571428565,0.0,46,59.99303235834945,0.0,0.0,1.2855649791074883,0
222.0,0.005595238095238102,0.0,51,76.28797735060209,0.0,0.0,1.4730316107479873,0
219.0,0.00047619047619046264,0.0,63,271.155332245889,0.0,0.0,4.268129301718193,0
223.0,0.005833333333333334,0.0,0,64.214207972813,0.0,0.0,127.67925018594318,0
218.0,0.005238095238095231,0.0,68,34.7545170754604,0.0,0.0,0.5047075854754034,0
226.0,0.002261904761904769,0.0,67,289.49877233127415,0.0,0.0,4.279169684141814,0
224.0,0.006428571428571435,0.0,33,290.46204593259813,0.0,0.0,8.6147698484487,0
221.0,0.0020238095238095375,0.0,75,104.68773818943242,0.0,0.0,1.3837863595742856,0
225.0,0.010952380952380972,0.0,60,57.6475352787606,0.0,0.0,0.942415826635071,0
217.0,0.0026190476190476393,0.0,51,148.80915594518154,0.0,0.0,2.881930440380793,0
219.0,0.001904761904761898,0.0,53,102.79345729330936,0.0,0.0,1.917713275360716,0
219.0,0.0021428571428571295,0.0,150,107.57172925375968,0.0,0.0,0.7132306870787959,0
224.0,0.0020238095238095375,0.0,42,21.033409732433814,0.0,0.0,0.4939021674705677,0
221.0,0.0033333333333333335,0.0,6,262.7253390255369,0.0,0.0,40.28455198391566,0
217.0,0.008452380952380973,0.0,49,245.06727677117334,0.0,0.0,4.9090075714937536,0
221.0,0.006309523809523796,0.0,86,96.57817235179515,0.0,0.0,1.1094660124145803,0
221.0,0.006547619047619027,0.0,38,65.23964774227454,0.0,0.0,1.6834411268066822,0
217.0,0.00047619047619046264,0.0,23,175.23513998136505,0.0,0.0,7.453263603260087,0
213.0,0.004523809523809538,0.0,31,152.49763778849461,0.0,0.0,4.819294207057415,0
216.0,0.004523809523809538,0.0,9,259.38174923410855,0.0,0.0,27.179826905960102,0
218.0,0.00011904761904763935,0.0,29,120.58255963592595,0.0,0.0,4.087057782010258,0
217.0,0.005952380952380973,0.0,43,278.4948653671345,0.0,0.0,6.3640725939123515,0
218.0,0.0010714285714285648,0.0,27,46.969988090241,0.0,0.0,1.706169567381871,0
239.0,0.0016666666666666668,0.0,2,179.54404925175035,0.0,0.0,71.69792366786564,0
235.0,0.004880952380952361,0.0,9,35.93581903059638,0.0,0.0,3.7642545272776333,0
235.0,0.0025,0.0,17,74.13186663038078,0.0,0.0,4.225516397931704,0
222.0,0.006904761904761898,0.0,16,187.89475112217485,0.0,0.0,11.308932278940713,0
209.0,0.004166666666666667,0.0,12,28.121462310139215,0.0,0.0,2.240343164041091,0
212.0,0.0008333333333333334,0.0,8,154.39515821731982,0.0,0.0,18.14899948064377,0
220.0,0.003690476190476204,0.0,30,119.65655718324797,0.0,0.0,3.908687459276355,0
215.0,0.005357142857142871,0.0,47,67.86024417044237,0.0,0.0,1.4209833083810677,0
211.0,0.009761904761904769,0.0,63,210.45077192432024,0.0,0.0,3.2818326225468613,0
218.0,0.003452380952380973,0.0,27,253.19174703532173,0.0,0.0,9.175186642565706,0
212.0,0.006547619047619027,0.0,6,83.11611137239358,0.0,0.0,12.703369036678103,0
215.0,0.0033333333333333335,0.0,9,300.42131786690516,0.0,0.0,31.517885628843732,0
217.0,0.0021428571428571295,0.0,3,36.203631430794665,0.0,0.0,10.321729205881663,0
216.0,0.003809523809523796,0.0,13,173.56917437879912,0.0,0.0,12.80799692417805,0
211.0,0.001904761904761898,0.0,28,319.12418160274194,0.0,0.0,11.17601143925392,0
213.0,0.0003571428571428707,0.0,5,275.4944278394891,0.0,0.0,50.072006722255196,0
220.0,0.0003571428571428707,0.0,44,89.11117551399248,0.0,0.0,2.001783148183507,0
212.0,0.001309523809523796,0.0,34,73.0908102295952,0.0,0.0,2.1157998861838307,0
214.0,0.0016666666666666668,0.0,57,346.5799542373601,0.0,0.0,6.01743166922257,0
210.0,0.003690476190476204,0.0,16,88.1752285930491,0.0,0.0,5.3242315158385844,0
235.0,0.0028571428571428706,0.0,21,335.49054108942687,0.0,0.0,15.559627752851823,0
234.0,0.003690476190476204,0.0,46,196.15301170812705,0.0,0.0,4.2027766384672685,0
236.0,0.001785714285714306,0.0,28,23.951320807289733,0.0,0.0,0.8388965119846467,0
225.0,0.0020238095238095375,0.0,16,126.8100942834104,0.0,0.0,7.669906351932391,0
217.0,0.018809523809523797,0.0,3,321.7641600795863,0.0,0.0,90.20340841414796,0
232.0,0.0020238095238095375,0.0,17,103.87490607255495,0.0,0.0,5.9236961741920275,0
222.0,0.001190476190476204,0.0,11,24.05473525759185,0.0,0.0,2.0892259711303898,0
238.0,0.0033333333333333335,0.0,1,256.47171602596677,0.0,0.0,170.41120687058682,1
239.0,0.00988095238095236,0.0,5,274.76998259360516,0.0,0.0,49.46454426906957,0
215.0,0.00023809523809523132,0.0,63,344.32375342246195,0.0,0.0,5.4211302610458105,0
217.0,0.0027380952380952313,0.0,57,25.369277922927687,0.0,0.0,0.4399967725887479,0
214.0,0.0009523809523809727,0.0,55,113.54209649386215,0.0,0.0,2.0438551561057294,0
217.0,0.003571428571428565,0.0,89,260.48919434623673,0.0,0.0,2.900099170893857,0
213.0,0.0027380952380952313,0.0,110,299.7929963724801,0.0,0.0,2.705630177345686,0
216.0,0.000714285714285694,0.0,139,305.56726976680443,0.0,0.0,2.188881773700765,0
216.0,0.001785714285714306,0.0,125,131.85504932510312,0.0,0.0,1.048761704222149,0
222.0,0.00047619047619046264,0.0,37,140.05778418306997,0.0,0.0,3.7330957333366843,0
219.0,0.00047619047619046264,0.0,17,141.5708011401482,0.0,0.0,8.085907798453634,0
218.0,0.001785714285714306,0.0,23,281.39359829628745,0.0,0.0,11.95281317991069,0
226.0,0.005833333333333334,0.0,6,213.79902739192852,0.0,0.0,32.7002871382783,0
225.0,0.001190476190476204,0.0,19,321.39482713884905,0.0,0.0,16.462164833302463,0
217.0,0.009404761904761898,0.0,4,208.73172926765983,0.0,0.0,45.94859045598406,0
207.0,0.008928571428571435,0.0,11,164.31305586380185,0.0,0.0,14.160519565902177,0
209.0,0.005595238095238102,0.0,4,70.06040831153598,0.0,0.0,15.481867476885185,0
215.0,0.003690476190476204,0.0,36,286.0917324426297,0.0,0.0,7.809203225089261,0
213.0,0.001309523809523796,0.0,2,299.0730249616885,0.0,0.0,119.47255268588594,0
214.0,0.0027380952380952313,0.0,22,307.92261069459124,0.0,0.0,13.647977300468735,0
238.0,0.001309523809523796,0.0,13,233.53960826211883,0.0,0.0,17.276576487750575,0
237.0,0.001190476190476204,0.0,12,177.90486820675403,0.0,0.0,14.215446135758727,0
240.0,0.0014285714285714353,0.0,22,208.5016973147868,0.0,0.0,9.2535038998753,0
245.0,0.00714285714285713,0.0,6,109.13349892895059,0.0,0.0,16.669842144092453,0
230.0,0.005357142857142871,0.0,36,139.79052562851015,0.0,0.0,3.8093602140450176,0
224.0,0.009404761904761898,0.0,18,50.41358129817675,0.0,0.0,2.699429922664921,0
243.0,0.011785714285714306,0.0,15,321.53199679086117,0.0,0.0,20.499516938256058,0
248.0,0.014047619047619028,0.0,3,132.76410013276183,0.0,0.0,37.39973732311339,0
208.0,0.006190476190476204,0.0,60,253.1326775543509,0.0,0.0,4.158110177535854,0
207.0,0.006904761904761898,0.0,52,134.38980925882413,0.0,0.0,2.5421310404469635,0
213.0,0.0003571428571428707,0.0,52,231.00433228841865,0.0,0.0,4.398511061736625,0
209.0,0.005119047619047639,0.0,20,44.23253329656567,0.0,0.0,2.146639261088265,0
213.0,0.0003571428571428707,0.0,34,75.79431671317496,0.0,0.0,2.196152096068082,0
207.0,0.007261904761904769,0.0,76,184.43319075263125,0.0,0.0,2.3933837187771427,0
205.0,0.008333333333333333,0.0,1,166.8277903030673,0.0,0.0,110.29170581147228,0
211.0,0.002380952380952361,0.0,3,30.44424833779074,0.0,0.0,8.677646294921306,0
210.0,0.004880952380952361,0.0,88,246.88161069710486,0.0,0.0,2.7760067040854177,0
216.0,0.004642857142857129,0.0,93,262.4603140843889,0.0,0.0,2.7940293940152476,0
214.0,0.002261904761904769,0.0,61,317.87467271544597,0.0,0.0,5.157002772025073,0
214.0,0.002261904761904769,0.0,49,122.29539283854871,0.0,0.0,2.4650257031743066,0
223.0,0.005714285714285694,0.0,8,305.2744630217535,0.0,0.0,35.70941617867907,0
218.0,0.00047619047619046264,0.0,26,195.9080763643422,0.0,0.0,7.38923723789316,0
220.0,0.000595238095238102,0.0,25,54.87243080243031,0.0,0.0,2.150579162401505,0
219.0,0.005,0.0,36,233.29279506884313,0.0,0.0,6.359625509410929,0
217.0,0.003452380952380973,0.0,29,115.24381445648933,0.0,0.0,3.8930830137823738,0
224.0,0.010833333333333334,0.0,45,243.01443892289626,0.0,0.0,5.283116098928166,0
212.0,0.004047619047619027,0.0,127,27.32929769253957,0.0,0.0,0.21347983613051916,0
211.0,0.0075,0.0,89,258.630005957747,0.0,0.0,2.8680478314308817,0
211.0,0.006547619047619027,0.0,59,270.82827946001566,0.0,0.0,4.521932757290578,0
215.0,0.000595238095238102,0.0,51,302.866935833436,0.0,0.0,5.877410832921163,0
217.0,0.006190476190476204,0.0,0,163.66013519734554,0.0,0.0,325.29400205415254,0
222.0,0.000714285714285694,0.0,10,45.84913589736805,0.0,0.0,4.363465382341354,0
227.0,0.0015476190476190273,0.0,36,68.75262877671412,0.0,0.0,1.8807185177765864,0
215.0,0.006666666666666667,0.0,29,276.5217535393811,0.0,0.0,9.311127972286505,0
224.0,0.006309523809523796,0.0,32,52.37063129138358,0.0,0.0,1.6012368475794094,0
217.0,0.0026190476190476393,0.0,33,43.23876798432314,0.0,0.0,1.287329062447261,0
219.0,0.002380952380952361,0.0,38,171.1522564958535,0.0,0.0,4.434928600603749,0
224.0,0.01511904761904764,0.0,115,58.169245989714526,0.0,0.0,0.49601543194486525,0
217.0,0.001904761904761898,0.0,85,93.94466182100378,0.0,0.0,1.0966750831346361,0
216.0,0.00023809523809523132,0.0,55,183.44754853826336,0.0,0.0,3.3045742441534443,0
216.0,0.0009523809523809727,0.0,51,96.80182483437834,0.0,0.0,1.8778569440825312,0
227.0,0.005714285714285694,0.0,48,323.73152994845407,0.0,0.0,6.636734752404243,0
223.0,0.0010714285714285648,0.0,28,51.71145673258589,0.0,0.0,1.812493038609558,0
223.0,0.001309523809523796,0.0,29,132.13799673092947,0.0,0.0,4.473388436544663,0
215.0,0.014285714285714306,0.0,29,135.19782678779245,0.0,0.0,4.517506076686527,0
220.0,0.005952380952380973,0.0,30,123.33435244293605,0.0,0.0,4.01967932435018,0
219.0,0.009166666666666667,0.0,35,240.81639532292417,0.0,0.0,6.721377794341709,0
219.0,0.001190476190476204,0.0,59,200.22995830836882,0.0,0.0,3.3612031816871037,0
217.0,0.0027380952380952313,0.0,25,105.25966849776196,0.0,0.0,4.116527745124893,0
216.0,0.008809523809523797,0.0,42,221.08153874341485,0.0,0.0,5.15609213327079,0
222.0,0.005,0.0,9,209.79641602768083,0.0,0.0,21.97341409974131,0
227.0,0.003809523809523796,0.0,36,27.335230539788665,0.0,0.0,0.7460574336495484,0
229.0,0.002261904761904769,0.0,38,183.36731764532607,0.0,0.0,4.75201449964588,0
232.0,0.00011904761904763935,0.0,21,254.19383543669954,0.0,0.0,11.821561593758801,0
222.0,0.010952380952380972,0.0,14,34.41704816646533,0.0,0.0,2.347593071978604,0
224.0,0.008095238095238102,0.0,44,226.23284560704013,0.0,0.0,5.042728918132313,0
220.0,0.006071428571428564,0.0,27,153.66471484912867,0.0,0.0,5.5538818366899365,0
223.0,0.00047619047619046264,0.0,27,194.46252198329478,0.0,0.0,7.067997119358195,0
222.0,0.002261904761904769,0.0,35,96.04345414992143,0.0,0.0,2.6993299437642233,0
213.0,0.0020238095238095375,0.0,15,81.02679432203894,0.0,0.0,5.21695558219395,0
241.0,0.006547619047619027,0.0,12,266.89049709849445,0.0,0.0,21.21143998368511,0
240.0,0.0020238095238095375,0.0,1,256.17525622298155,0.0,0.0,170.43787086644875,1
221.0,0.004523809523809538,0.0,12,52.67273467349634,0.0,0.0,4.194756260378823,0
225.0,0.008690476190476203,0.0,16,142.94783386745405,0.0,0.0,8.5882150982272,0
234.0,0.001309523809523796,0.0,23,177.3601612760352,0.0,0.0,7.537357613701415,0
236.0,0.001904761904761898,0.0,3,256.1603774858369,0.0,0.0,73.04927227351213,0
239.0,0.004404761904761898,0.0,10,265.8471558351594,0.0,0.0,25.2072535629188,0
231.0,0.002261904761904769,0.0,18,147.8196620504517,0.0,0.0,7.972178813673332,0
240.0,0.0025,0.0,3,209.99113719431423,0.0,0.0,59.84747410037956,0
225.0,0.001309523809523796,0.0,36,281.030064210501,0.0,0.0,7.689371195896586,0
231.0,0.005833333333333334,0.0,3,289.9410264051512,0.0,0.0,82.35705821460604,0
232.0,0.005238095238095231,0.0,5,162.48824039920814,0.0,0.0,29.38856573107756,0
231.0,0.0003571428571428707,0.0,18,158.6431958140518,0.0,0.0,8.572245271882839,0
231.0,0.001190476190476204,0.0,17,39.592891911727655,0.0,0.0,2.259757572376837,0
216.0,0.0029761904761904626,0.0,11,109.39065064166157,0.0,0.0,9.483920280785876,0
219.0,0.0025,0.0,32,113.92554809051647,0.0,0.0,3.4966379760089286,0
215.0,0.007023809523809537,0.0,61,230.563904893151,0.0,0.0,3.722674275481557,0
221.0,0.006428571428571435,0.0,27,187.8403818498354,0.0,0.0,6.786648601379768,0
221.0,0.008214285714285695,0.0,10,122.12750634996974,0.0,0.0,11.535649154213127,0
220.0,0.005357142857142871,0.0,28,119.34885216725792,0.0,0.0,4.165245028644277,0
218.0,0.006071428571428564,0.0,0,309.48399746973007,0.0,0.0,615.2099749701848,1
215.0,0.000714285714285694,0.0,6,167.27668476792223,0.0,0.0,25.716492526409144,0
215.0,0.004166666666666667,0.0,48,29.652119812224424,0.0,0.0,0.6088364806805531,0
212.0,0.0027380952380952313,0.0,79,314.372841609841,0.0,0.0,3.943547909801794,0
215.0,0.0020238095238095375,0.0,15,107.64417778061413,0.0,0.0,6.930730739899295,0
215.0,0.0009523809523809727,0.0,16,147.75208061585028,0.0,0.0,8.946143293854368,0
212.0,0.001904761904761898,0.0,5,140.60005366993047,0.0,0.0,25.514953462525913,0
219.0,0.003095238095238102,0.0,34,314.6832917725512,0.0,0.0,9.09302237854846,0
217.0,0.004404761904761898,0.0,14,34.84181671193679,0.0,0.0,2.3922997796545755,0
223.0,0.00023809523809523132,0.0,20,44.57108082964881,0.0,0.0,2.1736813984169028,0
216.0,0.0015476190476190273,0.0,21,238.9305366504206,0.0,0.0,11.09584945120198,0
219.0,0.0020238095238095375,0.0,27,244.7217004030249,0.0,0.0,8.880961101638778,0
219.0,0.005119047619047639,0.0,182,96.08219077925477,0.0,0.0,0.5237826929825389,0
210.0,0.011428571428571436,0.0,56,58.40968873853251,0.0,0.0,1.0219849458170542,0
216.0,0.0008333333333333334,0.0,100,21.286171401560704,0.0,0.0,0.2116261982626143,0
215.0,0.007023809523809537,0.0,49,80.97814473240246,0.0,0.0,1.6244317104689006,0
223.0,0.004166666666666667,0.0,12,115.47888372748186,0.0,0.0,9.199817736956055,0
217.0,0.00047619047619046264,0.0,55,246.44255872900328,0.0,0.0,4.438291984317271,0
217.0,0.006071428571428564,0.0,18,92.46494569458233,0.0,0.0,4.9677595341317105,0
225.0,0.0075,0.0,33,126.40000755177691,0.0,0.0,3.7448360446310027,0
217.0,0.00011904761904763935,0.0,118,49.39034889086912,0.0,0.0,0.41674657457746606,0
215.0,0.0033333333333333335,0.0,14,311.5302224302358,0.0,0.0,21.413226783135748,0
233.0,0.003928571428571435,0.0,10,146.41103341566338,0.0,0.0,13.889128305996095,0
245.0,0.024404761904761898,0.0,17,215.4168786493651,0.0,0.0,12.009124629466305,0
228.0,0.0003571428571428707,0.0,10,26.891739874288128,0.0,0.0,2.5602033982357986,0
227.0,0.0028571428571428706,0.0,47,67.01271952195594,0.0,0.0,1.4067632549270752,0
272.0,0.0020238095238095375,0.0,8,65.7362711188947,0.0,0.0,7.718027462040537,0
272.0,0.0007142857142857414,0.0,7,33.05481935863858,0.0,0.0,4.404161169784321,0
226.0,0.013333333333333334,0.0,36,42.81213230124572,0.0,0.0,1.1572959964537655,0
232.0,0.005,0.0,32,92.47656439457107,0.0,0.0,2.831205586849176,0
274.0,0.00047619047619046264,0.0,22,82.76759472233329,0.0,0.0,3.6768080703106363,0
217.0,0.006785714285714306,0.0,59,39.348902465011975,0.0,0.0,0.6568385219399658,0
216.0,0.0008333333333333334,0.0,15,179.21703144121972,0.0,0.0,11.552753800968949,0
207.0,0.004404761904761898,0.0,18,112.24503969133116,0.0,0.0,6.04057443332434,0
207.0,0.0029761904761904626,0.0,2,269.13040483480347,0.0,0.0,107.33176859483233,0
285.0,0.013333333333333334,0.0,0,246.55026732114857,0.0,0.0,486.5258608470665,1
280.0,0.00125,0.0,21,28.551844145572886,0.0,0.0,1.3263327600181822,0
213.0,0.004166666666666667,0.0,4,92.70247841362684,0.0,0.0,20.514715130422974,0
280.0,0.006960784313725507,0.0,17,100.095502692792,0.0,0.0,5.67992911358706,0
277.0,0.0009375,0.0,22,147.08487757728176,0.0,0.0,6.530977133535691,0
208.0,0.004047619047619027,0.0,33,343.7103134476747,0.0,0.0,10.218480747346291,0
214.0,0.009761904761904769,0.0,4,287.0994780693371,0.0,0.0,63.17707562382927,0
255.0,0.010714285714285742,0.0,2,272.58201443918784,0.0,0.0,107.86459714236432,0
261.0,0.003928571428571388,0.0,24,249.53793695786226,0.0,0.0,10.14520854483204,0
264.0,0.0022619047619047215,0.0,15,25.257629639331135,0.0,0.0,1.6258386636500328,0
268.0,0.0007142857142857414,0.0,8,193.85900756376506,0.0,0.0,22.79065139342078,0
265.0,0.0029761904761904626,0.0,3,24.924305515760288,0.0,0.0,7.100036010016749,0
268.0,0.002380952380952408,0.0,13,241.26337305814005,0.0,0.0,17.828810107823752,0
273.0,0.006547619047619075,0.0,0,348.469556265824,0.0,0.0,692.3758207234051,1
270.0,0.002619047619047592,0.0,42,30.793414968138762,0.0,0.0,0.7226533070113909,0
